País de residencia;Tipo de dato;Gastos y duración media de los viajes;Periodo;Total
Francia;Tasa de variación acumulada;Gasto medio por persona;2025M09;5,98
Francia;Tasa de variación acumulada;Gasto medio por persona;2025M08;6,81
Francia;Tasa de variación acumulada;Gasto medio por persona;2025M07;7,22
Francia;Tasa de variación acumulada;Gasto medio por persona;2025M06;9,56
Francia;Tasa de variación acumulada;Gasto medio por persona;2025M05;8,72
Francia;Tasa de variación acumulada;Gasto medio por persona;2025M04;9,25
Francia;Tasa de variación acumulada;Gasto medio por persona;2025M03;12,25
Francia;Tasa de variación acumulada;Gasto medio por persona;2025M02;12,23
Francia;Tasa de variación acumulada;Gasto medio por persona;2025M01;11,59
Francia;Tasa de variación acumulada;Gasto medio por persona;2024M12;2,57
Francia;Tasa de variación acumulada;Gasto medio por persona;2024M11;2,34
Francia;Tasa de variación acumulada;Gasto medio por persona;2024M10;2,29
Francia;Tasa de variación acumulada;Gasto medio por persona;2024M09;2,62
Francia;Tasa de variación acumulada;Gasto medio por persona;2024M08;1,70
Francia;Tasa de variación acumulada;Gasto medio por persona;2024M07;1,63
Francia;Tasa de variación acumulada;Gasto medio por persona;2024M06;3,39
Francia;Tasa de variación acumulada;Gasto medio por persona;2024M05;4,11
Francia;Tasa de variación acumulada;Gasto medio por persona;2024M04;3,57
Francia;Tasa de variación acumulada;Gasto medio por persona;2024M03;4,75
Francia;Tasa de variación acumulada;Gasto medio por persona;2024M02;10,26
Francia;Tasa de variación acumulada;Gasto medio por persona;2024M01;7,40
Francia;Tasa de variación acumulada;Gasto medio por persona;2023M12;2,37
Francia;Tasa de variación acumulada;Gasto medio por persona;2023M11;2,92
Francia;Tasa de variación acumulada;Gasto medio por persona;2023M10;2,84
Francia;Tasa de variación acumulada;Gasto medio por persona;2023M09;2,56
Francia;Tasa de variación acumulada;Gasto medio por persona;2023M08;2,71
Francia;Tasa de variación acumulada;Gasto medio por persona;2023M07;3,19
Francia;Tasa de variación acumulada;Gasto medio por persona;2023M06;1,23
Francia;Tasa de variación acumulada;Gasto medio por persona;2023M05;-1,11
Francia;Tasa de variación acumulada;Gasto medio por persona;2023M04;0,37
Francia;Tasa de variación acumulada;Gasto medio por persona;2023M03;-1,39
Francia;Tasa de variación acumulada;Gasto medio por persona;2023M02;-6,12
Francia;Tasa de variación acumulada;Gasto medio por persona;2023M01;-2,81
Francia;Tasa de variación acumulada;Gasto medio por persona;2022M12;6,00
Francia;Tasa de variación acumulada;Gasto medio por persona;2022M11;4,83
Francia;Tasa de variación acumulada;Gasto medio por persona;2022M10;4,64
Francia;Tasa de variación acumulada;Gasto medio por persona;2022M09;3,13
Francia;Tasa de variación acumulada;Gasto medio por persona;2022M08;1,92
Francia;Tasa de variación acumulada;Gasto medio por persona;2022M07;4,90
Francia;Tasa de variación acumulada;Gasto medio por persona;2022M06;8,98
Francia;Tasa de variación acumulada;Gasto medio por persona;2022M05;10,14
Francia;Tasa de variación acumulada;Gasto medio por persona;2022M04;6,22
Francia;Tasa de variación acumulada;Gasto medio por persona;2022M03;12,91
Francia;Tasa de variación acumulada;Gasto medio por persona;2022M02;20,11
Francia;Tasa de variación acumulada;Gasto medio por persona;2022M01;28,51
Francia;Tasa de variación acumulada;Gasto medio por persona;2021M12;22,40
Francia;Tasa de variación acumulada;Gasto medio por persona;2021M11;23,43
Francia;Tasa de variación acumulada;Gasto medio por persona;2021M10;24,35
Francia;Tasa de variación acumulada;Gasto medio por persona;2021M09;24,43
Francia;Tasa de variación acumulada;Gasto medio por persona;2021M08;24,95
Francia;Tasa de variación acumulada;Gasto medio por persona;2021M07;21,16
Francia;Tasa de variación acumulada;Gasto medio por persona;2021M06;13,30
Francia;Tasa de variación acumulada;Gasto medio por persona;2021M05;10,95
Francia;Tasa de variación acumulada;Gasto medio por persona;2021M04;13,35
Francia;Tasa de variación acumulada;Gasto medio por persona;2021M03;7,96
Francia;Tasa de variación acumulada;Gasto medio por persona;2021M02;0,16
Francia;Tasa de variación acumulada;Gasto medio por persona;2021M01;-7,69
Francia;Tasa de variación acumulada;Gasto medio por persona;2020M12;-8,54
Francia;Tasa de variación acumulada;Gasto medio por persona;2020M11;-8,43
Francia;Tasa de variación acumulada;Gasto medio por persona;2020M10;-8,90
Francia;Tasa de variación acumulada;Gasto medio por persona;2020M09;-7,50
Francia;Tasa de variación acumulada;Gasto medio por persona;2020M08;-6,50
Francia;Tasa de variación acumulada;Gasto medio por persona;2020M07;-7,85
Francia;Tasa de variación acumulada;Gasto medio por persona;2020M06;-5,09
Francia;Tasa de variación acumulada;Gasto medio por persona;2020M05;-1,64
Francia;Tasa de variación acumulada;Gasto medio por persona;2020M04;0,22
Francia;Tasa de variación acumulada;Gasto medio por persona;2020M03;-1,51
Francia;Tasa de variación acumulada;Gasto medio por persona;2020M02;2,17
Francia;Tasa de variación acumulada;Gasto medio por persona;2020M01;3,38
Francia;Tasa de variación acumulada;Gasto medio por persona;2019M12;3,88
Francia;Tasa de variación acumulada;Gasto medio por persona;2019M11;4,01
Francia;Tasa de variación acumulada;Gasto medio por persona;2019M10;4,27
Francia;Tasa de variación acumulada;Gasto medio por persona;2019M09;4,50
Francia;Tasa de variación acumulada;Gasto medio por persona;2019M08;4,62
Francia;Tasa de variación acumulada;Gasto medio por persona;2019M07;3,49
Francia;Tasa de variación acumulada;Gasto medio por persona;2019M06;3,15
Francia;Tasa de variación acumulada;Gasto medio por persona;2019M05;3,45
Francia;Tasa de variación acumulada;Gasto medio por persona;2019M04;3,15
Francia;Tasa de variación acumulada;Gasto medio por persona;2019M03;2,24
Francia;Tasa de variación acumulada;Gasto medio por persona;2019M02;1,37
Francia;Tasa de variación acumulada;Gasto medio por persona;2019M01;0,89
Francia;Tasa de variación acumulada;Gasto medio por persona;2018M12;4,77
Francia;Tasa de variación acumulada;Gasto medio por persona;2018M11;4,90
Francia;Tasa de variación acumulada;Gasto medio por persona;2018M10;4,69
Francia;Tasa de variación acumulada;Gasto medio por persona;2018M09;5,49
Francia;Tasa de variación acumulada;Gasto medio por persona;2018M08;5,33
Francia;Tasa de variación acumulada;Gasto medio por persona;2018M07;5,84
Francia;Tasa de variación acumulada;Gasto medio por persona;2018M06;3,68
Francia;Tasa de variación acumulada;Gasto medio por persona;2018M05;2,25
Francia;Tasa de variación acumulada;Gasto medio por persona;2018M04;1,08
Francia;Tasa de variación acumulada;Gasto medio por persona;2018M03;2,50
Francia;Tasa de variación acumulada;Gasto medio por persona;2018M02;1,75
Francia;Tasa de variación acumulada;Gasto medio por persona;2018M01;-2,11
Francia;Tasa de variación acumulada;Gasto medio por persona;2017M12;3,99
Francia;Tasa de variación acumulada;Gasto medio por persona;2017M11;3,84
Francia;Tasa de variación acumulada;Gasto medio por persona;2017M10;4,00
Francia;Tasa de variación acumulada;Gasto medio por persona;2017M09;3,61
Francia;Tasa de variación acumulada;Gasto medio por persona;2017M08;4,02
Francia;Tasa de variación acumulada;Gasto medio por persona;2017M07;1,99
Francia;Tasa de variación acumulada;Gasto medio por persona;2017M06;3,14
Francia;Tasa de variación acumulada;Gasto medio por persona;2017M05;4,75
Francia;Tasa de variación acumulada;Gasto medio por persona;2017M04;5,60
Francia;Tasa de variación acumulada;Gasto medio por persona;2017M03;7,06
Francia;Tasa de variación acumulada;Gasto medio por persona;2017M02;4,07
Francia;Tasa de variación acumulada;Gasto medio por persona;2017M01;3,88
Francia;Tasa de variación acumulada;Gasto medio por persona;2016M12;0,94
Francia;Tasa de variación acumulada;Gasto medio por persona;2016M11;0,28
Francia;Tasa de variación acumulada;Gasto medio por persona;2016M10;-0,03
Francia;Tasa de variación acumulada;Gasto medio por persona;2016M09;-0,06
Francia;Tasa de variación acumulada;Gasto medio por persona;2016M08;-0,40
Francia;Tasa de variación acumulada;Gasto medio por persona;2016M07;-0,12
Francia;Tasa de variación acumulada;Gasto medio por persona;2016M06;-1,87
Francia;Tasa de variación acumulada;Gasto medio por persona;2016M05;-4,01
Francia;Tasa de variación acumulada;Gasto medio por persona;2016M04;-5,04
Francia;Tasa de variación acumulada;Gasto medio por persona;2016M03;-2,56
Francia;Tasa de variación acumulada;Gasto medio por persona;2016M02;-2,64
Francia;Tasa de variación acumulada;Gasto medio por persona;2016M01;-1,04
Francia;Tasa de variación acumulada;Gasto medio por persona;2015M12;""
Francia;Tasa de variación acumulada;Gasto medio por persona;2015M11;""
Francia;Tasa de variación acumulada;Gasto medio por persona;2015M10;0,95
Francia;Tasa de variación acumulada;Gasto medio diario por persona;2026M07;1,41
Francia;Tasa de variación acumulada;Gasto medio diario por persona;2026M06;1,10
Francia;Tasa de variación acumulada;Gasto medio diario por persona;2026M05;3,11
Francia;Tasa de variación acumulada;Gasto medio diario por persona;2026M04;0,63
Francia;Tasa de variación acumulada;Gasto medio diario por persona;2026M03;2,26
Francia;Tasa de variación acumulada;Gasto medio diario por persona;2026M02;2,82
Francia;Tasa de variación acumulada;Gasto medio diario por persona;2026M01;6,26
Francia;Tasa de variación acumulada;Gasto medio diario por persona;2025M12;7,02
Francia;Tasa de variación acumulada;Gasto medio diario por persona;2025M11;7,17
Francia;Tasa de variación acumulada;Gasto medio diario por persona;2025M10;6,55
Francia;Tasa de variación acumulada;Gasto medio diario por persona;2025M09;5,99
Francia;Tasa de variación acumulada;Gasto medio diario por persona;2025M08;6,41
Francia;Tasa de variación acumulada;Gasto medio diario por persona;2025M07;5,46
Francia;Tasa de variación acumulada;Gasto medio diario por persona;2025M06;3,47
Francia;Tasa de variación acumulada;Gasto medio diario por persona;2025M05;0,35
Francia;Tasa de variación acumulada;Gasto medio diario por persona;2025M04;1,23
Francia;Tasa de variación acumulada;Gasto medio diario por persona;2025M03;1,12
Francia;Tasa de variación acumulada;Gasto medio diario por persona;2025M02;3,66
Francia;Tasa de variación acumulada;Gasto medio diario por persona;2025M01;3,61
Francia;Tasa de variación acumulada;Gasto medio diario por persona;2024M12;3,86
Francia;Tasa de variación acumulada;Gasto medio diario por persona;2024M11;3,83
Francia;Tasa de variación acumulada;Gasto medio diario por persona;2024M10;4,97
Francia;Tasa de variación acumulada;Gasto medio diario por persona;2024M09;4,79
Francia;Tasa de variación acumulada;Gasto medio diario por persona;2024M08;4,69
Francia;Tasa de variación acumulada;Gasto medio diario por persona;2024M07;2,42
Francia;Tasa de variación acumulada;Gasto medio diario por persona;2024M06;3,39
Francia;Tasa de variación acumulada;Gasto medio diario por persona;2024M05;5,52
Francia;Tasa de variación acumulada;Gasto medio diario por persona;2024M04;4,02
Francia;Tasa de variación acumulada;Gasto medio diario por persona;2024M03;1,92
Francia;Tasa de variación acumulada;Gasto medio diario por persona;2024M02;1,30
Francia;Tasa de variación acumulada;Gasto medio diario por persona;2024M01;1,67
Francia;Tasa de variación acumulada;Gasto medio diario por persona;2023M12;2,18
Francia;Tasa de variación acumulada;Gasto medio diario por persona;2023M11;2,82
Francia;Tasa de variación acumulada;Gasto medio diario por persona;2023M10;3,16
Francia;Tasa de variación acumulada;Gasto medio diario por persona;2023M09;3,13
Francia;Tasa de variación acumulada;Gasto medio diario por persona;2023M08;3,25
Francia;Tasa de variación acumulada;Gasto medio diario por persona;2023M07;3,87
Francia;Tasa de variación acumulada;Gasto medio diario por persona;2023M06;2,39
Francia;Tasa de variación acumulada;Gasto medio diario por persona;2023M05;1,97
