Comunidades  autónomas;Gastos y duración media de los viajes;Tipo de dato;Periodo;Total
10 Comunitat Valenciana;Gasto total;Tasa de variación acumulada;2025M06;6,25
10 Comunitat Valenciana;Gasto total;Tasa de variación acumulada;2025M05;7,50
10 Comunitat Valenciana;Gasto total;Tasa de variación acumulada;2025M04;8,53
10 Comunitat Valenciana;Gasto total;Tasa de variación acumulada;2025M03;6,37
10 Comunitat Valenciana;Gasto total;Tasa de variación acumulada;2025M02;5,12
10 Comunitat Valenciana;Gasto total;Tasa de variación acumulada;2025M01;-1,44
10 Comunitat Valenciana;Gasto total;Tasa de variación acumulada;2024M12;20,87
10 Comunitat Valenciana;Gasto total;Tasa de variación acumulada;2024M11;22,22
10 Comunitat Valenciana;Gasto total;Tasa de variación acumulada;2024M10;22,65
10 Comunitat Valenciana;Gasto total;Tasa de variación acumulada;2024M09;24,07
10 Comunitat Valenciana;Gasto total;Tasa de variación acumulada;2024M08;25,40
10 Comunitat Valenciana;Gasto total;Tasa de variación acumulada;2024M07;25,30
10 Comunitat Valenciana;Gasto total;Tasa de variación acumulada;2024M06;27,24
10 Comunitat Valenciana;Gasto total;Tasa de variación acumulada;2024M05;27,68
10 Comunitat Valenciana;Gasto total;Tasa de variación acumulada;2024M04;27,36
10 Comunitat Valenciana;Gasto total;Tasa de variación acumulada;2024M03;32,56
10 Comunitat Valenciana;Gasto total;Tasa de variación acumulada;2024M02;34,45
10 Comunitat Valenciana;Gasto total;Tasa de variación acumulada;2024M01;39,30
10 Comunitat Valenciana;Gasto total;Tasa de variación acumulada;2023M12;23,84
10 Comunitat Valenciana;Gasto total;Tasa de variación acumulada;2023M11;22,81
10 Comunitat Valenciana;Gasto total;Tasa de variación acumulada;2023M10;22,88
10 Comunitat Valenciana;Gasto total;Tasa de variación acumulada;2023M09;21,44
10 Comunitat Valenciana;Gasto total;Tasa de variación acumulada;2023M08;21,48
10 Comunitat Valenciana;Gasto total;Tasa de variación acumulada;2023M07;21,54
10 Comunitat Valenciana;Gasto total;Tasa de variación acumulada;2023M06;23,25
10 Comunitat Valenciana;Gasto total;Tasa de variación acumulada;2023M05;30,56
10 Comunitat Valenciana;Gasto total;Tasa de variación acumulada;2023M04;31,50
10 Comunitat Valenciana;Gasto total;Tasa de variación acumulada;2023M03;38,94
10 Comunitat Valenciana;Gasto total;Tasa de variación acumulada;2023M02;44,58
10 Comunitat Valenciana;Gasto total;Tasa de variación acumulada;2023M01;67,05
10 Comunitat Valenciana;Gasto total;Tasa de variación acumulada;2022M12;131,08
10 Comunitat Valenciana;Gasto total;Tasa de variación acumulada;2022M11;139,54
10 Comunitat Valenciana;Gasto total;Tasa de variación acumulada;2022M10;150,20
10 Comunitat Valenciana;Gasto total;Tasa de variación acumulada;2022M09;178,85
10 Comunitat Valenciana;Gasto total;Tasa de variación acumulada;2022M08;213,10
10 Comunitat Valenciana;Gasto total;Tasa de variación acumulada;2022M07;293,00
10 Comunitat Valenciana;Gasto total;Tasa de variación acumulada;2022M06;490,32
10 Comunitat Valenciana;Gasto total;Tasa de variación acumulada;2022M05;671,37
10 Comunitat Valenciana;Gasto total;Tasa de variación acumulada;2022M04;835,62
10 Comunitat Valenciana;Gasto total;Tasa de variación acumulada;2022M03;753,60
10 Comunitat Valenciana;Gasto total;Tasa de variación acumulada;2022M02;743,99
10 Comunitat Valenciana;Gasto total;Tasa de variación acumulada;2022M01;491,62
10 Comunitat Valenciana;Gasto total;Tasa de variación acumulada;2021M12;76,98
10 Comunitat Valenciana;Gasto total;Tasa de variación acumulada;2021M11;65,72
10 Comunitat Valenciana;Gasto total;Tasa de variación acumulada;2021M10;51,78
10 Comunitat Valenciana;Gasto total;Tasa de variación acumulada;2021M09;31,34
10 Comunitat Valenciana;Gasto total;Tasa de variación acumulada;2021M08;9,32
10 Comunitat Valenciana;Gasto total;Tasa de variación acumulada;2021M07;-12,72
10 Comunitat Valenciana;Gasto total;Tasa de variación acumulada;2021M06;-44,16
10 Comunitat Valenciana;Gasto total;Tasa de variación acumulada;2021M05;-68,09
10 Comunitat Valenciana;Gasto total;Tasa de variación acumulada;2021M04;-80,75
10 Comunitat Valenciana;Gasto total;Tasa de variación acumulada;2021M03;-86,57
10 Comunitat Valenciana;Gasto total;Tasa de variación acumulada;2021M02;-90,32
10 Comunitat Valenciana;Gasto total;Tasa de variación acumulada;2021M01;-87,77
10 Comunitat Valenciana;Gasto total;Tasa de variación acumulada;2020M12;-74,14
10 Comunitat Valenciana;Gasto total;Tasa de variación acumulada;2020M11;-73,60
10 Comunitat Valenciana;Gasto total;Tasa de variación acumulada;2020M10;-72,59
10 Comunitat Valenciana;Gasto total;Tasa de variación acumulada;2020M09;-71,64
10 Comunitat Valenciana;Gasto total;Tasa de variación acumulada;2020M08;-69,79
10 Comunitat Valenciana;Gasto total;Tasa de variación acumulada;2020M07;-69,41
10 Comunitat Valenciana;Gasto total;Tasa de variación acumulada;2020M06;-68,47
10 Comunitat Valenciana;Gasto total;Tasa de variación acumulada;2020M05;-59,44
10 Comunitat Valenciana;Gasto total;Tasa de variación acumulada;2020M04;-46,08
10 Comunitat Valenciana;Gasto total;Tasa de variación acumulada;2020M03;-21,17
10 Comunitat Valenciana;Gasto total;Tasa de variación acumulada;2020M02;6,80
10 Comunitat Valenciana;Gasto total;Tasa de variación acumulada;2020M01;1,83
10 Comunitat Valenciana;Gasto total;Tasa de variación acumulada;2019M12;7,10
10 Comunitat Valenciana;Gasto total;Tasa de variación acumulada;2019M11;7,00
10 Comunitat Valenciana;Gasto total;Tasa de variación acumulada;2019M10;6,83
10 Comunitat Valenciana;Gasto total;Tasa de variación acumulada;2019M09;6,85
10 Comunitat Valenciana;Gasto total;Tasa de variación acumulada;2019M08;7,23
10 Comunitat Valenciana;Gasto total;Tasa de variación acumulada;2019M07;6,21
10 Comunitat Valenciana;Gasto total;Tasa de variación acumulada;2019M06;3,74
10 Comunitat Valenciana;Gasto total;Tasa de variación acumulada;2019M05;2,38
10 Comunitat Valenciana;Gasto total;Tasa de variación acumulada;2019M04;5,04
10 Comunitat Valenciana;Gasto total;Tasa de variación acumulada;2019M03;4,62
10 Comunitat Valenciana;Gasto total;Tasa de variación acumulada;2019M02;4,69
10 Comunitat Valenciana;Gasto total;Tasa de variación acumulada;2019M01;0,72
10 Comunitat Valenciana;Gasto total;Tasa de variación acumulada;2018M12;4,59
10 Comunitat Valenciana;Gasto total;Tasa de variación acumulada;2018M11;4,26
10 Comunitat Valenciana;Gasto total;Tasa de variación acumulada;2018M10;3,77
10 Comunitat Valenciana;Gasto total;Tasa de variación acumulada;2018M09;3,58
10 Comunitat Valenciana;Gasto total;Tasa de variación acumulada;2018M08;3,78
10 Comunitat Valenciana;Gasto total;Tasa de variación acumulada;2018M07;4,54
10 Comunitat Valenciana;Gasto total;Tasa de variación acumulada;2018M06;7,50
10 Comunitat Valenciana;Gasto total;Tasa de variación acumulada;2018M05;7,16
10 Comunitat Valenciana;Gasto total;Tasa de variación acumulada;2018M04;8,71
10 Comunitat Valenciana;Gasto total;Tasa de variación acumulada;2018M03;10,98
10 Comunitat Valenciana;Gasto total;Tasa de variación acumulada;2018M02;6,77
10 Comunitat Valenciana;Gasto total;Tasa de variación acumulada;2018M01;11,00
10 Comunitat Valenciana;Gasto total;Tasa de variación acumulada;2017M12;14,68
10 Comunitat Valenciana;Gasto total;Tasa de variación acumulada;2017M11;16,35
10 Comunitat Valenciana;Gasto total;Tasa de variación acumulada;2017M10;16,59
10 Comunitat Valenciana;Gasto total;Tasa de variación acumulada;2017M09;17,39
10 Comunitat Valenciana;Gasto total;Tasa de variación acumulada;2017M08;17,69
10 Comunitat Valenciana;Gasto total;Tasa de variación acumulada;2017M07;19,61
10 Comunitat Valenciana;Gasto total;Tasa de variación acumulada;2017M06;18,58
10 Comunitat Valenciana;Gasto total;Tasa de variación acumulada;2017M05;20,50
10 Comunitat Valenciana;Gasto total;Tasa de variación acumulada;2017M04;20,88
10 Comunitat Valenciana;Gasto total;Tasa de variación acumulada;2017M03;26,37
10 Comunitat Valenciana;Gasto total;Tasa de variación acumulada;2017M02;30,33
10 Comunitat Valenciana;Gasto total;Tasa de variación acumulada;2017M01;27,26
10 Comunitat Valenciana;Gasto total;Tasa de variación acumulada;2016M12;16,59
10 Comunitat Valenciana;Gasto total;Tasa de variación acumulada;2016M11;15,28
10 Comunitat Valenciana;Gasto total;Tasa de variación acumulada;2016M10;14,49
10 Comunitat Valenciana;Gasto total;Tasa de variación acumulada;2016M09;13,50
10 Comunitat Valenciana;Gasto total;Tasa de variación acumulada;2016M08;12,46
10 Comunitat Valenciana;Gasto total;Tasa de variación acumulada;2016M07;12,48
10 Comunitat Valenciana;Gasto total;Tasa de variación acumulada;2016M06;13,20
10 Comunitat Valenciana;Gasto total;Tasa de variación acumulada;2016M05;13,06
10 Comunitat Valenciana;Gasto total;Tasa de variación acumulada;2016M04;12,90
10 Comunitat Valenciana;Gasto total;Tasa de variación acumulada;2016M03;10,55
10 Comunitat Valenciana;Gasto total;Tasa de variación acumulada;2016M02;11,23
10 Comunitat Valenciana;Gasto total;Tasa de variación acumulada;2016M01;10,31
10 Comunitat Valenciana;Gasto total;Tasa de variación acumulada;2015M12;""
10 Comunitat Valenciana;Gasto total;Tasa de variación acumulada;2015M11;""
10 Comunitat Valenciana;Gasto total;Tasa de variación acumulada;2015M10;118,23
10 Comunitat Valenciana;Gasto medio por persona;Dato base;2026M07;1.515
10 Comunitat Valenciana;Gasto medio por persona;Dato base;2026M06;1.226
10 Comunitat Valenciana;Gasto medio por persona;Dato base;2026M05;1.184
10 Comunitat Valenciana;Gasto medio por persona;Dato base;2026M04;1.132
10 Comunitat Valenciana;Gasto medio por persona;Dato base;2026M03;1.274
10 Comunitat Valenciana;Gasto medio por persona;Dato base;2026M02;1.243
10 Comunitat Valenciana;Gasto medio por persona;Dato base;2026M01;1.320
10 Comunitat Valenciana;Gasto medio por persona;Dato base;2025M12;1.312
10 Comunitat Valenciana;Gasto medio por persona;Dato base;2025M11;1.204
10 Comunitat Valenciana;Gasto medio por persona;Dato base;2025M10;1.180
10 Comunitat Valenciana;Gasto medio por persona;Dato base;2025M09;1.338
10 Comunitat Valenciana;Gasto medio por persona;Dato base;2025M08;1.459
10 Comunitat Valenciana;Gasto medio por persona;Dato base;2025M07;1.486
10 Comunitat Valenciana;Gasto medio por persona;Dato base;2025M06;1.230
10 Comunitat Valenciana;Gasto medio por persona;Dato base;2025M05;1.159
10 Comunitat Valenciana;Gasto medio por persona;Dato base;2025M04;1.122
10 Comunitat Valenciana;Gasto medio por persona;Dato base;2025M03;1.301
10 Comunitat Valenciana;Gasto medio por persona;Dato base;2025M02;1.324
10 Comunitat Valenciana;Gasto medio por persona;Dato base;2025M01;1.236
10 Comunitat Valenciana;Gasto medio por persona;Dato base;2024M12;1.272
10 Comunitat Valenciana;Gasto medio por persona;Dato base;2024M11;1.250
10 Comunitat Valenciana;Gasto medio por persona;Dato base;2024M10;1.186
10 Comunitat Valenciana;Gasto medio por persona;Dato base;2024M09;1.264
10 Comunitat Valenciana;Gasto medio por persona;Dato base;2024M08;1.437
10 Comunitat Valenciana;Gasto medio por persona;Dato base;2024M07;1.394
10 Comunitat Valenciana;Gasto medio por persona;Dato base;2024M06;1.249
10 Comunitat Valenciana;Gasto medio por persona;Dato base;2024M05;1.153
10 Comunitat Valenciana;Gasto medio por persona;Dato base;2024M04;1.100
10 Comunitat Valenciana;Gasto medio por persona;Dato base;2024M03;1.247
10 Comunitat Valenciana;Gasto medio por persona;Dato base;2024M02;1.369
10 Comunitat Valenciana;Gasto medio por persona;Dato base;2024M01;1.220
10 Comunitat Valenciana;Gasto medio por persona;Dato base;2023M12;1.167
10 Comunitat Valenciana;Gasto medio por persona;Dato base;2023M11;1.124
10 Comunitat Valenciana;Gasto medio por persona;Dato base;2023M10;1.170
10 Comunitat Valenciana;Gasto medio por persona;Dato base;2023M09;1.255
10 Comunitat Valenciana;Gasto medio por persona;Dato base;2023M08;1.319
10 Comunitat Valenciana;Gasto medio por persona;Dato base;2023M07;1.289
10 Comunitat Valenciana;Gasto medio por persona;Dato base;2023M06;1.185
10 Comunitat Valenciana;Gasto medio por persona;Dato base;2023M05;1.030
10 Comunitat Valenciana;Gasto medio por persona;Dato base;2023M04;1.092
10 Comunitat Valenciana;Gasto medio por persona;Dato base;2023M03;1.199
10 Comunitat Valenciana;Gasto medio por persona;Dato base;2023M02;1.272
10 Comunitat Valenciana;Gasto medio por persona;Dato base;2023M01;1.124
10 Comunitat Valenciana;Gasto medio por persona;Dato base;2022M12;1.153
10 Comunitat Valenciana;Gasto medio por persona;Dato base;2022M11;1.162
10 Comunitat Valenciana;Gasto medio por persona;Dato base;2022M10;1.028
10 Comunitat Valenciana;Gasto medio por persona;Dato base;2022M09;1.151
10 Comunitat Valenciana;Gasto medio por persona;Dato base;2022M08;1.308
10 Comunitat Valenciana;Gasto medio por persona;Dato base;2022M07;1.305
10 Comunitat Valenciana;Gasto medio por persona;Dato base;2022M06;1.268
10 Comunitat Valenciana;Gasto medio por persona;Dato base;2022M05;1.015
10 Comunitat Valenciana;Gasto medio por persona;Dato base;2022M04;1.018
10 Comunitat Valenciana;Gasto medio por persona;Dato base;2022M03;1.226
10 Comunitat Valenciana;Gasto medio por persona;Dato base;2022M02;1.205
10 Comunitat Valenciana;Gasto medio por persona;Dato base;2022M01;1.150
10 Comunitat Valenciana;Gasto medio por persona;Dato base;2021M12;1.053
10 Comunitat Valenciana;Gasto medio por persona;Dato base;2021M11;1.067
10 Comunitat Valenciana;Gasto medio por persona;Dato base;2021M10;1.068
10 Comunitat Valenciana;Gasto medio por persona;Dato base;2021M09;1.027
10 Comunitat Valenciana;Gasto medio por persona;Dato base;2021M08;1.064
10 Comunitat Valenciana;Gasto medio por persona;Dato base;2021M07;1.188
10 Comunitat Valenciana;Gasto medio por persona;Dato base;2021M06;1.115
10 Comunitat Valenciana;Gasto medio por persona;Dato base;2021M05;1.091
10 Comunitat Valenciana;Gasto medio por persona;Dato base;2021M04;994
10 Comunitat Valenciana;Gasto medio por persona;Dato base;2021M03;1.481
10 Comunitat Valenciana;Gasto medio por persona;Dato base;2021M02;1.415
10 Comunitat Valenciana;Gasto medio por persona;Dato base;2021M01;1.093
10 Comunitat Valenciana;Gasto medio por persona;Dato base;2020M12;1.038
10 Comunitat Valenciana;Gasto medio por persona;Dato base;2020M11;930
10 Comunitat Valenciana;Gasto medio por persona;Dato base;2020M10;883
10 Comunitat Valenciana;Gasto medio por persona;Dato base;2020M09;875
10 Comunitat Valenciana;Gasto medio por persona;Dato base;2020M08;949
10 Comunitat Valenciana;Gasto medio por persona;Dato base;2020M07;993
10 Comunitat Valenciana;Gasto medio por persona;Dato base;2020M06;581
10 Comunitat Valenciana;Gasto medio por persona;Dato base;2020M05;0
10 Comunitat Valenciana;Gasto medio por persona;Dato base;2020M04;0
10 Comunitat Valenciana;Gasto medio por persona;Dato base;2020M03;985
10 Comunitat Valenciana;Gasto medio por persona;Dato base;2020M02;1.001
10 Comunitat Valenciana;Gasto medio por persona;Dato base;2020M01;1.031
10 Comunitat Valenciana;Gasto medio por persona;Dato base;2019M12;1.051
10 Comunitat Valenciana;Gasto medio por persona;Dato base;2019M11;958
10 Comunitat Valenciana;Gasto medio por persona;Dato base;2019M10;962
10 Comunitat Valenciana;Gasto medio por persona;Dato base;2019M09;998
10 Comunitat Valenciana;Gasto medio por persona;Dato base;2019M08;1.115
10 Comunitat Valenciana;Gasto medio por persona;Dato base;2019M07;1.096
10 Comunitat Valenciana;Gasto medio por persona;Dato base;2019M06;980
10 Comunitat Valenciana;Gasto medio por persona;Dato base;2019M05;870
10 Comunitat Valenciana;Gasto medio por persona;Dato base;2019M04;866
10 Comunitat Valenciana;Gasto medio por persona;Dato base;2019M03;979
10 Comunitat Valenciana;Gasto medio por persona;Dato base;2019M02;1.035
10 Comunitat Valenciana;Gasto medio por persona;Dato base;2019M01;1.060
10 Comunitat Valenciana;Gasto medio por persona;Dato base;2018M12;1.025
10 Comunitat Valenciana;Gasto medio por persona;Dato base;2018M11;949
10 Comunitat Valenciana;Gasto medio por persona;Dato base;2018M10;911
10 Comunitat Valenciana;Gasto medio por persona;Dato base;2018M09;962
10 Comunitat Valenciana;Gasto medio por persona;Dato base;2018M08;1.084
10 Comunitat Valenciana;Gasto medio por persona;Dato base;2018M07;1.055
10 Comunitat Valenciana;Gasto medio por persona;Dato base;2018M06;941
10 Comunitat Valenciana;Gasto medio por persona;Dato base;2018M05;862
10 Comunitat Valenciana;Gasto medio por persona;Dato base;2018M04;877
10 Comunitat Valenciana;Gasto medio por persona;Dato base;2018M03;971
10 Comunitat Valenciana;Gasto medio por persona;Dato base;2018M02;973
10 Comunitat Valenciana;Gasto medio por persona;Dato base;2018M01;965
10 Comunitat Valenciana;Gasto medio por persona;Dato base;2017M12;984
10 Comunitat Valenciana;Gasto medio por persona;Dato base;2017M11;920
10 Comunitat Valenciana;Gasto medio por persona;Dato base;2017M10;915
10 Comunitat Valenciana;Gasto medio por persona;Dato base;2017M09;963
10 Comunitat Valenciana;Gasto medio por persona;Dato base;2017M08;1.090
10 Comunitat Valenciana;Gasto medio por persona;Dato base;2017M07;1.021
10 Comunitat Valenciana;Gasto medio por persona;Dato base;2017M06;893
10 Comunitat Valenciana;Gasto medio por persona;Dato base;2017M05;828
10 Comunitat Valenciana;Gasto medio por persona;Dato base;2017M04;865
10 Comunitat Valenciana;Gasto medio por persona;Dato base;2017M03;980
10 Comunitat Valenciana;Gasto medio por persona;Dato base;2017M02;991
10 Comunitat Valenciana;Gasto medio por persona;Dato base;2017M01;973
