Via de acceso;Tipo de dato;Gastos y duración media de los viajes;Periodo;Total
Tren;Acumulado en lo que va de año;Duración media de los viajes;2016M11;6,14
Tren;Acumulado en lo que va de año;Duración media de los viajes;2016M10;6,11
Tren;Acumulado en lo que va de año;Duración media de los viajes;2016M09;6,00
Tren;Acumulado en lo que va de año;Duración media de los viajes;2016M08;5,96
Tren;Acumulado en lo que va de año;Duración media de los viajes;2016M07;6,05
Tren;Acumulado en lo que va de año;Duración media de los viajes;2016M06;5,91
Tren;Acumulado en lo que va de año;Duración media de los viajes;2016M05;6,22
Tren;Acumulado en lo que va de año;Duración media de los viajes;2016M04;6,69
Tren;Acumulado en lo que va de año;Duración media de los viajes;2016M03;6,49
Tren;Acumulado en lo que va de año;Duración media de los viajes;2016M02;7,00
Tren;Acumulado en lo que va de año;Duración media de los viajes;2016M01;7,01
Tren;Acumulado en lo que va de año;Duración media de los viajes;2015M12;""
Tren;Acumulado en lo que va de año;Duración media de los viajes;2015M11;""
Tren;Acumulado en lo que va de año;Duración media de los viajes;2015M10;""
Tren;Tasa de variación acumulada;Gasto total;2026M07;-5,34
Tren;Tasa de variación acumulada;Gasto total;2026M06;-3,98
Tren;Tasa de variación acumulada;Gasto total;2026M05;0,12
Tren;Tasa de variación acumulada;Gasto total;2026M04;4,28
Tren;Tasa de variación acumulada;Gasto total;2026M03;13,99
Tren;Tasa de variación acumulada;Gasto total;2026M02;15,24
Tren;Tasa de variación acumulada;Gasto total;2026M01;-31,74
Tren;Tasa de variación acumulada;Gasto total;2025M12;58,49
Tren;Tasa de variación acumulada;Gasto total;2025M11;59,88
Tren;Tasa de variación acumulada;Gasto total;2025M10;58,92
Tren;Tasa de variación acumulada;Gasto total;2025M09;66,84
Tren;Tasa de variación acumulada;Gasto total;2025M08;70,78
Tren;Tasa de variación acumulada;Gasto total;2025M07;76,33
Tren;Tasa de variación acumulada;Gasto total;2025M06;79,44
Tren;Tasa de variación acumulada;Gasto total;2025M05;80,71
Tren;Tasa de variación acumulada;Gasto total;2025M04;81,48
Tren;Tasa de variación acumulada;Gasto total;2025M03;81,48
Tren;Tasa de variación acumulada;Gasto total;2025M02;69,40
Tren;Tasa de variación acumulada;Gasto total;2025M01;53,22
Tren;Tasa de variación acumulada;Gasto total;2024M12;-15,38
Tren;Tasa de variación acumulada;Gasto total;2024M11;-13,68
Tren;Tasa de variación acumulada;Gasto total;2024M10;-10,64
Tren;Tasa de variación acumulada;Gasto total;2024M09;-16,32
Tren;Tasa de variación acumulada;Gasto total;2024M08;-15,93
Tren;Tasa de variación acumulada;Gasto total;2024M07;-13,70
Tren;Tasa de variación acumulada;Gasto total;2024M06;0,40
Tren;Tasa de variación acumulada;Gasto total;2024M05;20,49
Tren;Tasa de variación acumulada;Gasto total;2024M04;75,09
Tren;Tasa de variación acumulada;Gasto total;2024M03;131,37
Tren;Tasa de variación acumulada;Gasto total;2024M02;106,90
Tren;Tasa de variación acumulada;Gasto total;2024M01;77,92
Tren;Tasa de variación acumulada;Gasto total;2023M12;72,93
Tren;Tasa de variación acumulada;Gasto total;2023M11;68,64
Tren;Tasa de variación acumulada;Gasto total;2023M10;63,98
Tren;Tasa de variación acumulada;Gasto total;2023M09;62,44
Tren;Tasa de variación acumulada;Gasto total;2023M08;63,13
Tren;Tasa de variación acumulada;Gasto total;2023M07;67,58
Tren;Tasa de variación acumulada;Gasto total;2023M06;65,49
Tren;Tasa de variación acumulada;Gasto total;2023M05;65,63
Tren;Tasa de variación acumulada;Gasto total;2023M04;21,73
Tren;Tasa de variación acumulada;Gasto total;2023M03;4,80
Tren;Tasa de variación acumulada;Gasto total;2023M02;21,20
Tren;Tasa de variación acumulada;Gasto total;2023M01;50,98
Tren;Tasa de variación acumulada;Gasto total;2022M12;72,37
Tren;Tasa de variación acumulada;Gasto total;2022M11;78,30
Tren;Tasa de variación acumulada;Gasto total;2022M10;76,89
Tren;Tasa de variación acumulada;Gasto total;2022M09;76,99
Tren;Tasa de variación acumulada;Gasto total;2022M08;67,46
Tren;Tasa de variación acumulada;Gasto total;2022M07;61,60
Tren;Tasa de variación acumulada;Gasto total;2022M06;49,86
Tren;Tasa de variación acumulada;Gasto total;2022M05;17,03
Tren;Tasa de variación acumulada;Gasto total;2022M04;11,74
Tren;Tasa de variación acumulada;Gasto total;2022M03;-12,36
Tren;Tasa de variación acumulada;Gasto total;2022M02;-13,17
Tren;Tasa de variación acumulada;Gasto total;2022M01;-28,81
Tren;Tasa de variación acumulada;Gasto total;2021M12;31,72
Tren;Tasa de variación acumulada;Gasto total;2021M11;35,95
Tren;Tasa de variación acumulada;Gasto total;2021M10;32,90
Tren;Tasa de variación acumulada;Gasto total;2021M09;32,32
Tren;Tasa de variación acumulada;Gasto total;2021M08;37,56
Tren;Tasa de variación acumulada;Gasto total;2021M07;44,65
Tren;Tasa de variación acumulada;Gasto total;2021M06;48,71
Tren;Tasa de variación acumulada;Gasto total;2021M05;20,90
Tren;Tasa de variación acumulada;Gasto total;2021M04;-8,13
Tren;Tasa de variación acumulada;Gasto total;2021M03;-30,98
Tren;Tasa de variación acumulada;Gasto total;2021M02;-46,88
Tren;Tasa de variación acumulada;Gasto total;2021M01;-32,31
Tren;Tasa de variación acumulada;Gasto total;2020M12;-65,09
Tren;Tasa de variación acumulada;Gasto total;2020M11;-67,68
Tren;Tasa de variación acumulada;Gasto total;2020M10;-68,27
Tren;Tasa de variación acumulada;Gasto total;2020M09;-69,01
Tren;Tasa de variación acumulada;Gasto total;2020M08;-69,35
Tren;Tasa de variación acumulada;Gasto total;2020M07;-69,28
Tren;Tasa de variación acumulada;Gasto total;2020M06;-68,11
Tren;Tasa de variación acumulada;Gasto total;2020M05;-53,23
Tren;Tasa de variación acumulada;Gasto total;2020M04;-36,17
Tren;Tasa de variación acumulada;Gasto total;2020M03;3,13
Tren;Tasa de variación acumulada;Gasto total;2020M02;39,62
Tren;Tasa de variación acumulada;Gasto total;2020M01;23,90
Tren;Tasa de variación acumulada;Gasto total;2019M12;-4,84
Tren;Tasa de variación acumulada;Gasto total;2019M11;-4,18
Tren;Tasa de variación acumulada;Gasto total;2019M10;-0,88
Tren;Tasa de variación acumulada;Gasto total;2019M09;0,87
Tren;Tasa de variación acumulada;Gasto total;2019M08;-1,21
Tren;Tasa de variación acumulada;Gasto total;2019M07;-4,69
Tren;Tasa de variación acumulada;Gasto total;2019M06;0,06
Tren;Tasa de variación acumulada;Gasto total;2019M05;-5,53
Tren;Tasa de variación acumulada;Gasto total;2019M04;-9,04
Tren;Tasa de variación acumulada;Gasto total;2019M03;-23,77
Tren;Tasa de variación acumulada;Gasto total;2019M02;-20,91
Tren;Tasa de variación acumulada;Gasto total;2019M01;1,94
Tren;Tasa de variación acumulada;Gasto total;2018M12;-5,01
Tren;Tasa de variación acumulada;Gasto total;2018M11;-5,16
Tren;Tasa de variación acumulada;Gasto total;2018M10;-6,46
Tren;Tasa de variación acumulada;Gasto total;2018M09;-7,01
Tren;Tasa de variación acumulada;Gasto total;2018M08;-7,31
Tren;Tasa de variación acumulada;Gasto total;2018M07;-7,54
Tren;Tasa de variación acumulada;Gasto total;2018M06;-14,37
Tren;Tasa de variación acumulada;Gasto total;2018M05;-13,68
Tren;Tasa de variación acumulada;Gasto total;2018M04;-11,82
Tren;Tasa de variación acumulada;Gasto total;2018M03;15,70
Tren;Tasa de variación acumulada;Gasto total;2018M02;4,46
Tren;Tasa de variación acumulada;Gasto total;2018M01;-20,53
Tren;Tasa de variación acumulada;Gasto total;2017M12;1,02
Tren;Tasa de variación acumulada;Gasto total;2017M11;2,36
Tren;Tasa de variación acumulada;Gasto total;2017M10;2,57
Tren;Tasa de variación acumulada;Gasto total;2017M09;1,52
Tren;Tasa de variación acumulada;Gasto total;2017M08;3,13
Tren;Tasa de variación acumulada;Gasto total;2017M07;2,33
Tren;Tasa de variación acumulada;Gasto total;2017M06;6,47
Tren;Tasa de variación acumulada;Gasto total;2017M05;2,87
Tren;Tasa de variación acumulada;Gasto total;2017M04;8,61
Tren;Tasa de variación acumulada;Gasto total;2017M03;-14,87
Tren;Tasa de variación acumulada;Gasto total;2017M02;-19,46
Tren;Tasa de variación acumulada;Gasto total;2017M01;-15,45
Tren;Tasa de variación acumulada;Gasto total;2016M12;4,29
Tren;Tasa de variación acumulada;Gasto total;2016M11;4,00
Tren;Tasa de variación acumulada;Gasto total;2016M10;3,00
Tren;Tasa de variación acumulada;Gasto total;2016M09;1,56
Tren;Tasa de variación acumulada;Gasto total;2016M08;-0,24
Tren;Tasa de variación acumulada;Gasto total;2016M07;7,17
Tren;Tasa de variación acumulada;Gasto total;2016M06;11,62
Tren;Tasa de variación acumulada;Gasto total;2016M05;8,68
Tren;Tasa de variación acumulada;Gasto total;2016M04;3,86
Tren;Tasa de variación acumulada;Gasto total;2016M03;16,18
Tren;Tasa de variación acumulada;Gasto total;2016M02;20,84
Tren;Tasa de variación acumulada;Gasto total;2016M01;12,47
Tren;Tasa de variación acumulada;Gasto total;2015M12;""
Tren;Tasa de variación acumulada;Gasto total;2015M11;""
Tren;Tasa de variación acumulada;Gasto total;2015M10;""
Tren;Tasa de variación acumulada;Gasto medio por persona;2026M07;6,09
Tren;Tasa de variación acumulada;Gasto medio por persona;2026M06;3,62
Tren;Tasa de variación acumulada;Gasto medio por persona;2026M05;3,28
Tren;Tasa de variación acumulada;Gasto medio por persona;2026M04;2,36
Tren;Tasa de variación acumulada;Gasto medio por persona;2026M03;1,29
Tren;Tasa de variación acumulada;Gasto medio por persona;2026M02;0,30
Tren;Tasa de variación acumulada;Gasto medio por persona;2026M01;-5,07
Tren;Tasa de variación acumulada;Gasto medio por persona;2025M12;-2,24
Tren;Tasa de variación acumulada;Gasto medio por persona;2025M11;-2,29
Tren;Tasa de variación acumulada;Gasto medio por persona;2025M10;-2,18
Tren;Tasa de variación acumulada;Gasto medio por persona;2025M09;2,65
Tren;Tasa de variación acumulada;Gasto medio por persona;2025M08;3,98
Tren;Tasa de variación acumulada;Gasto medio por persona;2025M07;5,76
Tren;Tasa de variación acumulada;Gasto medio por persona;2025M06;6,53
Tren;Tasa de variación acumulada;Gasto medio por persona;2025M05;6,56
Tren;Tasa de variación acumulada;Gasto medio por persona;2025M04;9,52
Tren;Tasa de variación acumulada;Gasto medio por persona;2025M03;13,87
Tren;Tasa de variación acumulada;Gasto medio por persona;2025M02;9,97
Tren;Tasa de variación acumulada;Gasto medio por persona;2025M01;-0,06
Tren;Tasa de variación acumulada;Gasto medio por persona;2024M12;3,46
Tren;Tasa de variación acumulada;Gasto medio por persona;2024M11;3,12
Tren;Tasa de variación acumulada;Gasto medio por persona;2024M10;4,67
Tren;Tasa de variación acumulada;Gasto medio por persona;2024M09;0,08
Tren;Tasa de variación acumulada;Gasto medio por persona;2024M08;-1,15
Tren;Tasa de variación acumulada;Gasto medio por persona;2024M07;-4,52
Tren;Tasa de variación acumulada;Gasto medio por persona;2024M06;0,32
Tren;Tasa de variación acumulada;Gasto medio por persona;2024M05;10,06
Tren;Tasa de variación acumulada;Gasto medio por persona;2024M04;36,81
Tren;Tasa de variación acumulada;Gasto medio por persona;2024M03;59,80
Tren;Tasa de variación acumulada;Gasto medio por persona;2024M02;40,20
Tren;Tasa de variación acumulada;Gasto medio por persona;2024M01;14,71
Tren;Tasa de variación acumulada;Gasto medio por persona;2023M12;19,14
Tren;Tasa de variación acumulada;Gasto medio por persona;2023M11;19,94
Tren;Tasa de variación acumulada;Gasto medio por persona;2023M10;18,29
Tren;Tasa de variación acumulada;Gasto medio por persona;2023M09;16,75
Tren;Tasa de variación acumulada;Gasto medio por persona;2023M08;15,15
Tren;Tasa de variación acumulada;Gasto medio por persona;2023M07;16,04
Tren;Tasa de variación acumulada;Gasto medio por persona;2023M06;11,23
Tren;Tasa de variación acumulada;Gasto medio por persona;2023M05;3,85
Tren;Tasa de variación acumulada;Gasto medio por persona;2023M04;-17,27
Tren;Tasa de variación acumulada;Gasto medio por persona;2023M03;-29,55
Tren;Tasa de variación acumulada;Gasto medio por persona;2023M02;-21,61
Tren;Tasa de variación acumulada;Gasto medio por persona;2023M01;-2,41
Tren;Tasa de variación acumulada;Gasto medio por persona;2022M12;1,57
Tren;Tasa de variación acumulada;Gasto medio por persona;2022M11;2,64
Tren;Tasa de variación acumulada;Gasto medio por persona;2022M10;1,12
Tren;Tasa de variación acumulada;Gasto medio por persona;2022M09;-2,33
Tren;Tasa de variación acumulada;Gasto medio por persona;2022M08;-3,68
Tren;Tasa de variación acumulada;Gasto medio por persona;2022M07;-12,11
Tren;Tasa de variación acumulada;Gasto medio por persona;2022M06;-22,32
Tren;Tasa de variación acumulada;Gasto medio por persona;2022M05;-30,67
Tren;Tasa de variación acumulada;Gasto medio por persona;2022M04;-33,46
Tren;Tasa de variación acumulada;Gasto medio por persona;2022M03;-36,66
Tren;Tasa de variación acumulada;Gasto medio por persona;2022M02;-32,46
Tren;Tasa de variación acumulada;Gasto medio por persona;2022M01;-21,45
Tren;Tasa de variación acumulada;Gasto medio por persona;2021M12;-14,06
Tren;Tasa de variación acumulada;Gasto medio por persona;2021M11;-14,20
Tren;Tasa de variación acumulada;Gasto medio por persona;2021M10;-12,91
Tren;Tasa de variación acumulada;Gasto medio por persona;2021M09;-8,92
Tren;Tasa de variación acumulada;Gasto medio por persona;2021M08;-3,99
Tren;Tasa de variación acumulada;Gasto medio por persona;2021M07;11,77
Tren;Tasa de variación acumulada;Gasto medio por persona;2021M06;28,55
Tren;Tasa de variación acumulada;Gasto medio por persona;2021M05;34,54
Tren;Tasa de variación acumulada;Gasto medio por persona;2021M04;38,69
Tren;Tasa de variación acumulada;Gasto medio por persona;2021M03;42,03
Tren;Tasa de variación acumulada;Gasto medio por persona;2021M02;35,09
Tren;Tasa de variación acumulada;Gasto medio por persona;2021M01;25,15
Tren;Tasa de variación acumulada;Gasto medio por persona;2020M12;33,91
Tren;Tasa de variación acumulada;Gasto medio por persona;2020M11;32,88
Tren;Tasa de variación acumulada;Gasto medio por persona;2020M10;32,58
Tren;Tasa de variación acumulada;Gasto medio por persona;2020M09;30,52
Tren;Tasa de variación acumulada;Gasto medio por persona;2020M08;27,21
Tren;Tasa de variación acumulada;Gasto medio por persona;2020M07;20,48
Tren;Tasa de variación acumulada;Gasto medio por persona;2020M06;17,94
Tren;Tasa de variación acumulada;Gasto medio por persona;2020M05;27,08
Tren;Tasa de variación acumulada;Gasto medio por persona;2020M04;28,84
Tren;Tasa de variación acumulada;Gasto medio por persona;2020M03;30,53
Tren;Tasa de variación acumulada;Gasto medio por persona;2020M02;32,03
Tren;Tasa de variación acumulada;Gasto medio por persona;2020M01;26,03
